query,rank,source_url,tag,text
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,p,"Ulvik Municipality is responsible forprimary education(through 10th grade), outpatienthealth services,senior citizenservices,welfareand othersocial services,zoning,economic development, and municipalroadsand utilities. The municipality is governed by amunicipal councilofdirectly electedrepresentatives. Themayorisindirectly electedby a vote of the municipal council.[15]The municipality is under the jurisdiction of theHordaland District Courtand theGulating Court of Appeal."
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,h3,Municipal council
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,p,Themunicipal council(Heradsstyre)of Ulvik is made up of 17 representatives that are elected to four year terms. The tables below show the current and historical composition of the council by politicalparty.
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,h3,Mayors
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,p,Themayors(Nynorsk:ordførar) of Ulvik (incomplete list):
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,h2,Transportation
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,p,It takes around two hours to drive from the city ofBergento Ulvik via theEuropean route E16highway toVossevangenand then takingNorwegian National Road 13through theVallavik Tunnelto Ulvik. The Norwegian National Road 13 continues through Ulvik before crossing theHardanger Bridgewhich goes over theHardangerfjord. The nearest airport isBergen Flesland Airportin Bergen.
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,p,"TheBergen Lineruns through the northern part of Ulvik. It runs through a region that has no road access, but is a popular with hiking and sports enthusiasts. Therailway stationatFinseon theBergen Lineat an elevation of 1,222 metres (4,009 ft) is the highest station on theNorwegian railway system. TheFinse Tunneljust outside Finse is one of the longest railway tunnels in Norway. TheRallarvegen""road"" is an historic road that follows the Bergen Line through Ulvik. It is a popular biking and hiking route. Ulvik is also visited in the summer by numerous foreigncruise shipswho travel along the fjord."
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,h2,Notable people
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,h2,References
Ulvik Norway,2,https://en.wikipedia.org/wiki/Ulvik,h2,External links
